Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
7281,Peru,"MAMAS 4 STAR FAMILY RESTAURANT, INC.",220701540.0,5.0,1007924.48,913372.43,94552.05,373649.0,279095.34,94553.66,32148.42,27420.73,4727.69
7282,Peru,PERU ENTERPRISE INC.,190702304.0,5.0,15570288.25,14377580.26,1192707.99,5088214.0,3895505.55,1192708.45,405216.58,345581.16,59635.42
7283,Peru,Peru Pizza House Restaurant Inc.,230700578.0,6.0,19697.68,16180.17,3517.51,9580.0,6062.49,3517.51,1195.97,1020.09,175.88
7284,Peru,"PLATFORM31, LTD.",210703778.0,5.0,139976.3,124766.78,15209.52,51120.0,35910.48,15209.52,5171.29,4410.81,760.48
7285,Peru,R G Dettore Corporation,120707736.0,6.0,7218728.3,6592721.3,626007.0,2558712.0,1932646.4,626065.6,211536.77,180233.46,31303.31
7286,Peru,R G Dettore Corporation,220703547.0,6.0,185238.2,162984.68,22253.52,71931.0,49677.48,22253.52,7566.26,6453.58,1112.68
7287,Peru,"RIVERFRONT BAR &  GRILL, INC.",190703726.0,6.0,4337405.07,3961511.96,375893.11,1608794.0,1232895.89,375898.11,127738.64,108943.67,18794.97
7288,Peru,"Ronald J Edgcomb, Inc.",130706039.0,6.0,8757397.78,7984955.34,772442.44,3033433.0,2260987.06,772445.94,261782.51,223160.16,38622.35
7289,Peru,Royal Lanes Incorporated,120700216.0,5.0,716919.0,653660.72,63258.28,230549.0,167290.58,63258.42,20875.16,17712.26,3162.9
7290,Peru,"Shenanigans, LLC",210701616.0,6.0,2188620.55,2021528.45,167092.1,740276.0,573183.9,167092.1,56811.46,48456.82,8354.64
7291,Peru,SHREE BALAJI CORPORATION,180700400.0,6.0,14520842.64,13267937.37,1252905.27,4938748.0,3685842.73,1252905.27,424426.75,361781.42,62645.33
7292,Peru,Sidetrack's PJB Inc.,120705836.0,3.0,301098.88,276196.52,24902.36,110654.0,85733.34,24920.66,8352.8,7106.75,1246.05
7293,Peru,Silver Oaks Enterprises EFF. Inc.,170702492.0,6.0,24100342.91,22106406.8,1993936.11,7449031.0,5455090.37,1993940.63,674638.34,574941.25,99697.09
7294,Peru,Speedway LLC,171002439.0,5.0,10583614.09,9692087.53,891526.56,3367800.0,2476213.34,891586.66,301788.03,257208.68,44579.35
7295,Peru,SPICE GROUP LLC,200700349.0,6.0,22894521.31,20847927.88,2046593.43,7601454.0,5554732.17,2046721.83,695885.94,593549.76,102336.18
7296,Peru,"SUZI'S XII, LLC",140702486.0,6.0,19547471.43,17791083.85,1756387.58,6293735.0,4537347.42,1756387.58,594578.14,506758.7,87819.44
7297,Peru,THE DOUBLE DIAMOND COMPANY,170702475.0,6.0,7922075.1,7310854.51,611220.59,2541781.0,1930508.36,611272.64,206627.11,176063.4,30563.71
7298,Peru,THE HIDEOUT GAMING LOUNGE LLC,180702647.0,6.0,12601359.06,11631428.36,969930.7,4205987.0,3235932.7,970054.3,328422.33,279919.63,48502.7
7299,Peru,THE IGLOO LLC,210700273.0,5.0,1022337.33,933958.83,88378.5,391851.0,303436.1,88414.9,30061.3,25640.52,4420.78
7300,Peru,"Water Street Pub, Inc.",160702821.0,6.0,6652343.76,6113188.07,539155.69,2605998.0,2066765.71,539232.29,182971.73,156010.12,26961.61
7301,Peru,"WHOLE LOTTA ROSIE'S, LLC",210703459.0,6.0,270029.28,251297.0,18732.28,110549.0,91816.72,18732.28,6368.98,5432.35,936.63
7302,Pesotum,"Route 45 Wayside, LLC",120701371.0,6.0,6695165.51,6133025.74,562139.77,2179136.0,1616996.13,562139.87,190742.05,162634.98,28107.07
7303,Petersburg,All American Group LLC,160701558.0,5.0,1779030.92,1640011.39,139019.53,540847.0,401827.47,139019.53,46732.92,39781.9,6951.02
7304,Petersburg,"LUCKY 8, INC.",120706652.0,6.0,4663857.68,4250856.32,413001.36,1676965.0,1263962.74,413002.26,140121.98,119471.74,20650.24
7305,Petersburg,Menard County Lavish Gaming LLC,210703286.0,6.0,428662.99,391399.01,37263.98,138365.0,101101.02,37263.98,12669.89,10806.66,1863.23
7306,Petersburg,MENARD COUNTY POST 6871 VETERANS OF FOREIGN WARS OF THE UNITED STATES,120904260.0,5.0,1730677.8,1601071.42,129606.38,558370.0,428763.62,129606.38,43801.23,37320.81,6480.42
7307,Petersburg,PETERSBURG BEVERAGE COMPANY LLC,200701582.0,6.0,8130588.5,7504086.46,626502.04,2356212.0,1729554.68,626657.32,213063.83,181730.9,31332.93
7308,Petersburg,"Riverbank Lodge, LLC",130700708.0,6.0,17306859.29,15848984.98,1457874.31,5156677.0,3698802.69,1457874.31,493641.24,420747.47,72893.77
7309,Petersburg,"Tri-State Investors Group, LLC",200700450.0,5.0,11702944.62,10805134.69,897809.93,3622689.0,2724878.77,897810.23,305255.81,260365.22,44890.59
7310,Petersburg,"WATERWORTH'S CORNER LIQUOR, INC.",160701568.0,6.0,4296135.79,3958279.89,337855.9,1308109.0,970253.1,337855.9,111492.38,94599.59,16892.79
7311,Petersburg,"WATERWORTH'S CORNER LIQUOR, INC.",190703554.0,6.0,19796641.31,18262640.55,1534000.76,6098449.0,4564448.2,1534000.8,521560.83,444860.69,76700.14
7312,Philo,Daly Sports Bar Inc.,140702310.0,6.0,17476106.13,16158386.31,1317719.82,5594787.0,4277023.14,1317763.86,446379.2,380490.96,65888.24
7313,Philo,KLEAN KAFE INC.,170700771.0,6.0,13455962.52,12348601.59,1107360.93,4487890.0,3380449.66,1107440.34,375143.16,319771.03,55372.13
7314,Philo,Philo Tap Inc.,120708096.0,5.0,9091139.59,8417398.21,673741.38,3255773.0,2582022.69,673750.31,228421.17,194733.57,33687.6
7315,Phoenix,"GATES PA., INC.",150702507.0,6.0,30030576.61,27524371.08,2506205.53,10864867.0,8358576.93,2506290.07,848890.47,723575.85,125314.62
7316,Phoenix,Nicholas Rose Holdings Corporation,170700235.0,5.0,109091.2,94401.62,14689.58,42138.0,27448.42,14689.58,4847.56,4113.08,734.48
7317,Phoenix,Smitty's Lounge Inc.,190703937.0,6.0,12884323.6,11753470.71,1130852.89,4786276.0,3655423.11,1130852.89,384490.37,327947.66,56542.71
7318,Phoenix,ZH ENTERPRISES IV LLC,190702714.0,6.0,6854371.75,6259483.58,594888.17,2473729.0,1878798.35,594930.65,202276.34,172529.81,29746.53
7319,Pierron,"County Line Smokehouse, Inc.",120705730.0,6.0,9813939.44,9025822.06,788117.38,3412045.0,2623925.62,788119.38,267066.25,227660.22,39406.03
7320,Pierron,"J & R's Mini Mart, Inc.",120700719.0,5.0,1131840.16,1040246.27,91593.89,386025.0,294431.01,91593.99,30551.46,25971.78,4579.68
7321,Pierron,"Mastering Homes and Farms, LLC",210701152.0,6.0,3654805.71,3320717.71,334088.0,1257937.0,923849.0,334088.0,113590.12,96885.68,16704.44
7322,Pierron,"Wiese Enterprises1, LLC",190702985.0,6.0,508299.38,467076.96,41222.42,171376.0,130153.32,41222.68,13932.98,11871.82,2061.16
7323,Pike County,"Copperhead Tavern, Inc.",140702128.0,6.0,13272348.87,12176577.16,1095771.71,4888221.0,3792344.39,1095876.61,358298.57,303504.53,54794.04
7324,Pike County,"Hopewell Views Hunting Club, Inc.",210700683.0,4.0,39567.26,35744.26,3823.0,20725.0,16902.0,3823.0,1299.81,1108.65,191.16
7325,Pike County,"Maxamillion's, Inc.",180701221.0,6.0,36749137.77,33397108.01,3352029.76,10155320.0,6803263.58,3352056.42,1136215.76,968612.91,167602.85
7326,Pike County,"ZEKES JUNCTION, INC.",210703605.0,6.0,1613111.29,1476708.89,136402.4,577808.0,441405.6,136402.4,46376.99,39556.85,6820.14
7327,Pinckneyville,AHAC LLC,190703380.0,5.0,2244155.84,2036410.37,207745.47,699447.0,491690.6,207756.4,70637.57,60249.68,10387.89
7328,Pinckneyville,"All the Way Good, Inc.",180702862.0,6.0,15495461.89,14122673.86,1372788.03,5087505.0,3714716.75,1372788.25,465701.32,397061.91,68639.41
7329,Pinckneyville,Columbian Club of Pinckneyville,140710728.0,6.0,14184406.54,13080207.14,1104199.4,4561643.0,3457395.33,1104247.67,373781.69,318569.21,55212.48
7330,Pinckneyville,Fraternal Order of Eagles - Aerie 2522,130803248.0,6.0,9021028.5,8321100.97,699927.53,2728116.0,2028168.9,699947.1,237037.8,202040.47,34997.33
7331,Pinckneyville,"Fuzz Jay & Zach's Aces & Eights, Inc.",190701158.0,6.0,12233336.3,11269136.65,964199.65,4201706.0,3237506.23,964199.77,327152.84,278942.88,48209.96
7332,Pinckneyville,KKG1 Inc.,211003493.0,5.0,8021795.29,7395719.97,626075.32,2531983.0,1905878.1,626104.9,212876.0,181570.71,31305.29
7333,Pinckneyville,"Knapp Oil Co., Inc.",151001193.0,5.0,4996525.23,4656632.44,339892.79,1472535.0,1132346.96,340188.04,113708.32,96698.89,17009.43
7334,Pinckneyville,"PINCKNEYVILLE LODGE NO. 930, LOYAL ORDER OF MOOSE",170800599.0,5.0,4410810.53,4083849.07,326961.46,1326557.0,999590.54,326966.46,110906.81,94558.45,16348.36
7335,Pinckneyville,"T J's Liquor of Perry County, Ltd.",130702726.0,6.0,13632660.76,12467742.93,1164917.83,4025087.0,2860090.97,1164996.03,394804.81,336554.92,58249.89
7336,Pingree Grove,104 PINGREE GROVE LLC,190702099.0,5.0,5488697.56,5043449.01,445248.55,1921395.0,1476146.45,445248.55,151304.06,129041.55,22262.51
7337,Pingree Grove,Kelley Williamson Company,210702100.0,6.0,8471909.83,7818321.22,653588.61,2685494.0,2031905.39,653588.61,222220.48,189541.03,32679.45
7338,Pingree Grove,"LAZAR BROTHERS ENTERPRISES, INC.",201000294.0,10.0,59237804.27,54278594.41,4959209.86,19808306.0,14848941.58,4959364.42,1681951.02,1433982.78,247968.24
7339,Pingree Grove,NGK PINGREE GROVE LLC,170701856.0,5.0,16127305.4,14688996.8,1438308.6,5748374.0,4309992.43,1438381.57,487532.58,415613.49,71919.09
7340,Pingree Grove,"OUTPOST TAVERN, INC.",120712259.0,6.0,15460554.17,14220166.58,1240387.59,5339714.0,4099326.41,1240387.59,420083.86,358064.43,62019.43
7341,Piper City,"NE'S PLACE, INC.",120706722.0,5.0,1081026.38,1001107.16,79919.22,308863.0,228936.48,79926.52,26975.41,22979.03,3996.38
7342,Piper City,Piper City Convenience Store Inc,180700947.0,5.0,4187900.09,3810281.88,377618.21,1367033.0,989414.86,377618.14,127980.14,109099.31,18880.83
7343,Piper City,Randette Spiess,160701169.0,6.0,8079637.2,7417219.02,662418.18,3144221.0,2481802.37,662418.63,224467.13,191346.17,33120.96
7344,Pittsburg,"Big Daddy Liquor, Inc.",190702929.0,6.0,9805463.9,9033499.43,771964.47,3083142.0,2311149.11,771992.89,262477.68,223878.04,38599.64
7345,Pittsburg,Pittsburg Liquors Inc.,160704291.0,6.0,8696342.14,7964417.99,731924.15,2943282.0,2211324.6,731957.4,247582.06,210984.19,36597.87
7346,Pittsfield,Casey's Retail Company,190702427.0,6.0,3423635.01,3125121.36,298513.65,1163595.0,865081.35,298513.65,101364.02,86438.29,14925.73
7347,Pittsfield,Cosmic Entertainment Complex LLC,180703496.0,6.0,4301403.17,3902820.04,398583.13,1654226.0,1255633.02,398592.98,135185.67,115256.07,19929.6
7348,Pittsfield,GOLD MINE GAMING INC.,170704105.0,6.0,15595480.33,14361265.58,1234214.75,4965842.0,3731626.25,1234215.75,417743.1,356032.32,61710.78
7349,Pittsfield,"GPM Investments, LLC",170702043.0,5.0,18877888.49,17428010.26,1449878.23,5857796.0,4407812.96,1449983.04,490807.35,418308.13,72499.22
7350,Pittsfield,"Lindsay's Tavern, Inc.",120707218.0,6.0,10699481.33,9820736.95,878744.38,3838841.0,2959849.61,878991.39,298031.06,254081.49,43949.57
7351,Pittsfield,"Lindsays' Too, Inc.",120707219.0,5.0,1209604.17,1104677.14,104927.03,461917.0,356989.82,104927.18,35423.3,30176.93,5246.37
7352,Pittsfield,"Lucky Z's, LLC",190703198.0,6.0,11301928.13,10353544.15,948383.98,3778606.0,2830222.02,948383.98,322152.43,274733.14,47419.29
7353,Pittsfield,"Niemann Foods, Inc.",190702090.0,6.0,7601658.21,6957213.27,644444.94,2626845.0,1982400.06,644444.94,218673.46,186450.99,32222.47
7354,Pittsfield,"Niemann Foods, Inc.",190704265.0,6.0,4789811.56,4397877.26,391934.3,1673625.0,1281674.22,391950.78,133263.79,113666.21,19597.58
7355,Pittsfield,Old Orchard Country Club of Pike County,220701314.0,4.0,593410.02,538902.54,54507.48,260199.0,205691.22,54507.78,18532.91,15807.48,2725.43
7356,Pittsfield,"PITTSFIELD LODGE NO. 420, LOYAL ORDER OF MOOSE",130800180.0,6.0,8381157.44,7697463.84,683693.6,2810328.0,2126634.43,683693.57,231711.77,197527.08,34184.69
7357,Pittsfield,"Tri-State Investors Group, LLC",180701469.0,6.0,7718831.07,7133276.53,585554.54,2359393.0,1773799.29,585593.71,198283.87,169004.11,29279.76
7358,Pittsfield,"We-B Saloon, Inc.",180704164.0,6.0,6918492.31,6298945.91,619546.4,2383412.0,1763669.45,619742.55,209618.37,178631.16,30987.21
7359,Plano,Ace Kitchen LLC,210703554.0,3.0,934690.94,861110.27,73580.67,322834.0,249253.33,73580.67,25017.48,21338.44,3679.04
7360,Plano,"BIG WIN GAMING, INC.",210701816.0,6.0,7518953.24,6802873.19,716080.05,2596016.0,1879935.95,716080.05,243467.24,207663.24,35804.0
7361,Plano,C-Stop LLC,131005914.0,6.0,24072106.79,21985620.78,2086486.01,8039158.0,5952670.98,2086487.02,706740.58,602416.13,104324.45
7362,Plano,"Dixie's Bistro Plano, LLC",220703912.0,6.0,668665.3,623540.24,45125.06,219240.0,174114.94,45125.06,15342.65,13086.38,2256.27
7363,Plano,ELFERNO L.L.C.,150704029.0,6.0,7466599.21,6893534.06,573065.15,2421118.0,1847904.36,573213.64,193757.36,165096.63,28660.73
7364,Plano,"HAS, Inc.",120700442.0,4.0,12631586.7,11660826.61,970760.09,3740815.0,2770054.91,970760.09,328990.66,280452.59,48538.07
7365,Plano,"Hometown Lanes, Incorporated",120701461.0,4.0,2047108.23,1846366.2,200742.03,736873.0,536130.97,200742.03,67816.07,57778.91,10037.16
7366,Plano,Lacey's Place LLC Series Plano,160702431.0,6.0,17264882.63,15663235.5,1601647.13,5632425.0,4030737.47,1601687.53,542202.01,462117.67,80084.34
7367,Plano,"LENNY'S GAS N WASH PLANO, LLC",231000694.0,6.0,1126088.9,1006567.45,119521.45,400497.0,280975.55,119521.45,40637.31,34661.24,5976.07
7368,Plano,"Leon Burson Post 395, American Legion",120900395.0,5.0,3891254.92,3555113.17,336141.75,1445229.0,1109087.25,336141.75,113734.17,96927.0,16807.17
7369,Plano,Pub 4-26 Corporation,180702261.0,6.0,3697933.39,3361142.19,336791.2,1146939.0,810147.79,336791.21,113584.01,96744.44,16839.57
7370,Plano,QBG PLANO LLC,190701109.0,5.0,170033.58,149345.32,20688.26,51172.0,30483.74,20688.26,6827.11,5792.69,1034.42
7371,Plano,SHORTE'S INC.,170702700.0,6.0,10277774.14,9402330.17,875443.97,3449638.0,2574173.91,875464.09,296223.64,252450.36,43773.28
7372,Plano,"Southwest Suburban Wetgoods, LLC",170703957.0,6.0,8082875.14,7415484.93,667390.21,2432063.0,1764672.77,667390.23,226041.14,192671.52,33369.62
7373,Plano,"Stella's - Plano, LLC",130701770.0,6.0,18527307.39,16847461.6,1679845.79,5975666.0,4295819.36,1679846.64,568629.35,484637.02,83992.33
7374,Pleasant Hill,"GPM Investments, LLC",200702429.0,4.0,1411458.02,1309728.56,101729.46,454447.0,352717.54,101729.46,34588.27,29501.77,5086.5
7375,Pleasant Hill,"PH Petroleum, LLC",190702419.0,6.0,4344656.3,3983132.42,361523.88,1399092.0,1037568.12,361523.88,122918.64,104842.39,18076.25
7376,Pleasant Plains,JMIZ VENTURES LLC,160703647.0,6.0,10734147.91,9838962.63,895185.28,3277219.0,2382033.72,895185.28,303453.72,258694.46,44759.26
7377,Pleasant Plains,R & K Properties Inc.,120704271.0,6.0,7261728.03,6629533.94,632194.09,2603026.0,1970821.56,632204.44,213973.7,182363.34,31610.36
7378,Pleasant Plains,"Sporton, Incorporated",140703570.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7379,Plymouth,Churchill Enterprises LLC,210701344.0,6.0,2440062.78,2255316.37,184746.41,779832.0,595085.29,184746.71,62814.33,53576.92,9237.41
7380,Plymouth,Deanna L. Daniels,120702984.0,5.0,4017181.13,3690777.95,326403.18,1093907.0,767481.75,326425.25,109867.93,93546.68,16321.25
7381,Plymouth,"Rhodes Mini Mart, LLC",210702246.0,5.0,1505924.34,1348394.41,157529.93,396094.0,238564.07,157529.93,53560.81,45684.2,7876.61
7382,Pocahontas,"CJH Holdings, LLC",180701940.0,5.0,3873540.44,3538613.12,334927.32,1370519.0,1035591.98,334927.02,113251.91,96505.52,16746.39
7383,Pocahontas,"Diamond Mineral Springs, Inc.",120702044.0,6.0,15483667.91,14180123.61,1303544.3,4454057.0,3150512.95,1303544.05,442257.88,377080.59,65177.29
7384,Pocahontas,Joseph Rakers,120701192.0,6.0,9137442.7,8343935.43,793507.27,3240595.0,2447087.63,793507.37,268946.77,229271.37,39675.4
7385,Pocahontas,Pat & Guy Inc.,120700662.0,5.0,7131367.02,6540783.4,590583.62,2467168.0,1876584.53,590583.47,200018.6,170489.37,29529.23
7386,Pocahontas,R2 Enterprises INC.,200702877.0,6.0,6370285.57,5771979.74,598305.83,2181743.0,1583437.17,598305.83,203424.38,173509.05,29915.33
7387,Pocahontas,Rebecca Rinderer Stoecklin,220703548.0,6.0,226418.59,204469.72,21948.87,88645.0,66696.13,21948.87,7462.67,6365.22,1097.45
7388,Pocahontas,Stevenson BP Inc.,120701436.0,6.0,3631852.63,3331862.13,299990.5,1084247.0,784254.69,299992.31,100581.89,85582.29,14999.6
7389,Pocahontas,"W. T. Funderburk, Inc.",120701168.0,5.0,3594478.47,3308644.25,285834.22,1144746.0,858911.78,285834.22,97044.99,82753.26,14291.73
7390,Polo,"J-Five, Inc.",120707314.0,6.0,15995620.26,14665588.9,1330031.36,5443756.0,4113724.85,1330031.15,450621.85,384120.18,66501.67
7391,Polo,"J. and S. Associates, Inc.",120711588.0,5.0,5976965.92,5485759.11,491206.81,1864370.0,1373163.03,491206.97,166329.98,141769.61,24560.37
7392,Polo,M & F Binding Co.,120700688.0,4.0,2486756.38,2282233.66,204522.72,723001.0,518477.94,204523.06,69236.01,59009.85,10226.16
7393,Polo,The Lamplight Tavern LLC,230701246.0,6.0,98139.77,89906.99,8232.78,39094.0,30860.66,8233.34,2799.33,2387.67,411.66
7394,Pontiac,Aly Anne's LLC,150702034.0,6.0,17151922.12,15825758.69,1326163.43,5387129.0,4060965.21,1326163.79,448996.51,382688.25,66308.26
7395,Pontiac,"Baby Bull's West, Inc.",140701105.0,6.0,26253081.87,24272116.93,1980964.94,8821293.0,6840216.66,1981076.34,671282.37,572228.4,99053.97
7396,Pontiac,"Baby Bull's, Inc.",120700193.0,6.0,20856920.73,19353268.9,1503651.83,7457096.0,5953444.17,1503651.83,509232.05,434049.45,75182.6
7397,Pontiac,"Backsplash, Inc.",130702718.0,6.0,8969108.43,8188617.7,780490.73,3202440.0,2421948.65,780491.35,264262.19,225237.56,39024.63
7398,Pontiac,"Bob & Ringo's, Inc.",120700456.0,6.0,9826518.2,8895561.18,930957.02,4274778.0,3343820.88,930957.12,315002.11,268454.16,46547.95
7399,Pontiac,D&N ENTERPRISE INC.,170703561.0,6.0,2494047.84,2268606.92,225440.92,774846.0,549405.08,225440.92,74395.63,63123.56,11272.07
7400,Pontiac,"Elliott's Corner Junction, Inc.",120709312.0,5.0,2987191.11,2749416.55,237774.56,1140767.0,902991.51,237775.49,79949.45,68060.64,11888.81
7401,Pontiac,Freedom Oil Company,170700127.0,5.0,8542119.44,7746744.59,795374.85,2958189.0,2162746.55,795442.45,269577.07,229804.84,39772.23
7402,Pontiac,"H & L Enterprises, Inc.",120700678.0,5.0,8203918.7,7437515.68,766403.02,2953763.0,2187309.98,766453.02,259730.56,221407.84,38322.72
7403,Pontiac,KICKN 66 LIQUOR & MORE CORPORATION,200701608.0,6.0,16556538.03,14842196.65,1714341.38,5740649.0,4026307.62,1714341.38,582876.3,497159.24,85717.06
7404,Pontiac,Lili Mae's LLC,140702333.0,6.0,21440717.57,19935447.98,1505269.59,7080921.0,5575648.17,1505272.83,509538.83,434275.19,75263.64
7405,Pontiac,Liquor N Wine Inc.,210702350.0,6.0,1730180.66,1583190.46,146990.2,635044.0,488053.8,146990.2,49976.85,42627.32,7349.53
7406,Pontiac,"MILL STREET TAP, INC.",120703023.0,6.0,6791187.74,6164998.69,626189.05,2152517.0,1526327.96,626189.04,212226.25,180916.69,31309.56
7407,Pontiac,Pontiac Lodge #1019 Benevolent and Protective Order of Elks of the USA,120803767.0,6.0,3917056.08,3587711.94,329344.14,1428342.0,1098997.86,329344.14,111557.65,95090.43,16467.22
7408,Pontiac,"Pontiac Post #886 Veterans of Foreign Wars of The United States, Inc.",120911088.0,5.0,1878659.89,1691430.98,187228.91,618599.0,431370.09,187228.91,62572.99,53211.55,9361.44
7409,Pontiac,"PUB 13, LLC",120704344.0,6.0,7308818.48,6692441.95,616376.53,2721257.0,2104837.27,616419.73,209044.55,178223.51,30821.04
7410,Pontiac,"RAMENNENGA, LLC",170700020.0,6.0,19599534.87,18012630.56,1586904.31,6305690.0,4718784.44,1586905.56,537520.01,458174.68,79345.33
7411,Pontiac,RR PONTIAC SOUTH LLC,221002339.0,6.0,3108293.45,2832884.59,275408.86,1105833.0,830414.36,275418.64,93642.25,79871.34,13770.91
7412,Pontiac,"Scotty's Place, Inc.",120702999.0,5.0,3976523.47,3607758.68,368764.79,1412838.0,1044073.12,368764.88,124913.61,106475.32,18438.29
7413,Pontiac,Shivji Corp.,151003214.0,6.0,15733770.25,14473701.9,1260068.35,5057747.0,3797708.3,1260038.7,425595.8,362593.82,63001.98
7414,Pontiac,Silver Oaks South Inc.,160701588.0,6.0,25543020.83,23543028.18,1999992.65,8103912.0,6103898.46,2000013.54,677940.34,577939.65,100000.69
7415,Pontiac,The Cellar In Pontiac LLC,220702630.0,6.0,1324107.71,1192952.77,131154.94,493727.0,362550.76,131176.24,44600.21,38041.35,6558.86
7416,Pontiac,Vlleznit Corporation,230700878.0,4.0,1322507.42,1230557.33,91950.09,226410.0,134459.91,91950.09,30834.18,26236.67,4597.51
7417,Pontiac,"Ware Brands, Inc.",170702318.0,6.0,22677675.66,20548945.54,2128730.12,7372886.0,5244145.28,2128740.72,721606.12,615169.04,106437.08
7418,Pontoon Beach,"Doit's Village Inn, Inc.",140701810.0,6.0,25832866.41,23924846.09,1908020.32,8270392.0,6362371.28,1908020.72,645882.95,550481.87,95401.08
7419,Pontoon Beach,E.B.V. Grab N Go Inc.,140701835.0,6.0,15021597.74,13806793.68,1214804.06,4691366.0,3476523.9,1214842.1,410600.24,349858.03,60742.21
7420,Pontoon Beach,GSRS Inc.,150702505.0,6.0,22545372.74,20616964.99,1928407.75,6183585.0,4255177.43,1928407.57,652986.8,556566.39,96420.41
7421,Pontoon Beach,Jack's 5th Street Inc.,170700337.0,6.0,30030958.71,27865253.15,2165705.56,8619179.0,6453473.44,2165705.56,733081.93,624796.65,108285.28
7422,Pontoon Beach,Lucky Franks Cafe Inc.,200702131.0,6.0,19432331.05,17894420.49,1537910.56,5791289.0,4253378.44,1537910.56,522890.18,445994.58,76895.6
7423,Pontoon Beach,PANERO INCORPORATED,190701953.0,6.0,16545066.55,15159345.43,1385721.12,5580357.0,4194635.88,1385721.12,470504.49,401218.42,69286.07
7424,Pontoon Beach,"Pasame, Inc.",150703334.0,6.0,39509818.09,36500457.44,3009360.65,12454100.0,9444481.16,3009618.84,1019359.45,868878.52,150480.93
7425,Pontoon Beach,"Pasame, Inc.",200700807.0,6.0,18858648.55,17316391.51,1542257.04,5918209.0,4375946.96,1542262.04,524369.25,447256.14,77113.11
7426,Pontoon Beach,PILOT TRAVEL CENTERS LLC,121009089.0,6.0,77343661.24,69669475.23,7674186.01,22315236.0,14640669.92,7674566.08,2599226.13,2215497.8,383728.33
7427,Pontoon Beach,PONTOON BEACH MOBIL INC.,170701688.0,6.0,29918153.13,27539206.24,2378946.89,8805998.0,6427051.19,2378946.81,805719.71,686772.32,118947.39
7428,Pontoon Beach,Pontoon Liquor Mart Inc.,220700767.0,6.0,1186268.09,1074327.69,111940.4,359510.0,247569.6,111940.4,38059.9,32462.86,5597.04
7429,Pontoon Beach,"Restaurants Unlimited, Inc.",180704280.0,5.0,294874.99,269977.17,24897.82,90702.0,65804.18,24897.82,8216.23,6971.34,1244.89
7430,Pontoon Beach,Speedway LLC,211002776.0,5.0,161551.77,147573.36,13978.41,56754.0,42775.08,13978.92,4752.76,4053.83,698.93
7431,Pontoon Beach,VENICE SOCIAL CLUB,120705007.0,6.0,10129515.11,9305345.34,824169.77,3290960.0,2466788.7,824171.3,279320.7,238112.07,41208.63
7432,Pope County,Jason Kyle Cox,150702738.0,4.0,4424599.39,4094625.69,329973.7,1177326.0,847352.14,329973.86,111764.03,95265.3,16498.73
7433,Pope County,"SAND BUCKET, INC.",160703393.0,3.0,1960851.28,1814222.48,146628.8,597294.0,450664.62,146629.38,49783.15,42451.63,7331.52
7434,Poplar Grove,"Arturo's Mexican Restaurant, Inc.",160703797.0,5.0,3403460.1,3088742.29,314717.81,1269598.0,954879.59,314718.41,106656.82,90920.85,15735.97
7435,Poplar Grove,"Arvat 5, Inc.",130706578.0,6.0,25303109.67,23405774.55,1897335.12,8907398.0,7010061.88,1897336.12,642394.56,547527.66,94866.9
7436,Poplar Grove,GREAT HIMALAYA LLC,200701554.0,6.0,4492058.56,4088969.27,403089.29,1762069.0,1358979.71,403089.29,137050.63,116896.11,20154.52
7437,Poplar Grove,HEGBOM INC.,190700113.0,3.0,116596.66,103532.15,13064.51,44411.0,31346.41,13064.59,4371.83,3718.61,653.22
7438,Poplar Grove,"J & D OIL, INC.",131006213.0,6.0,16974600.15,15480086.05,1494514.1,5523384.0,4028852.65,1494531.35,505025.93,430299.31,74726.62
7439,Poplar Grove,"JA Hospitality & Gaming, LLC",190702284.0,6.0,877246.11,796489.39,80756.72,328571.0,247814.28,80756.72,27457.48,23419.59,4037.89
7440,Poplar Grove,"Lucky Dawg, LLC",170701528.0,6.0,16585253.02,15024469.06,1560783.96,5564350.0,4003565.95,1560784.05,528728.2,450688.94,78039.26
7441,Poplar Grove,MORTIMER ENTERPRISES LLC,120706168.0,6.0,8025645.43,7324389.38,701256.05,2776374.0,2075089.6,701284.4,237059.27,201995.03,35064.24
7442,Poplar Grove,"Poplar Entertainment, Inc.",220700888.0,6.0,1852643.5,1685954.57,166688.93,625574.0,458885.07,166688.93,56674.59,48340.11,8334.48
7443,Poplar Grove,POPLAR GROVE PACEMAKER LLC,150702970.0,6.0,16089238.48,14705273.66,1383964.82,5251263.0,3867270.93,1383992.07,469076.23,399876.52,69199.71
7444,Poplar Grove,"R.J. GOLF MANAGEMENT, LLC",120712209.0,4.0,2591209.93,2371970.46,219239.47,893873.0,674633.47,219239.53,74415.28,63453.23,10962.05
7445,Port Barrington,"P & D RESTAURANTS, LTD.",160701274.0,5.0,7029063.09,6400645.21,628417.88,2567075.0,1938657.12,628417.88,212994.6,181573.64,31420.96
7446,Port Barrington,"The Broken Oar, Inc.",120702997.0,5.0,11080297.65,10141038.71,939258.94,3676676.0,2737417.48,939258.52,317982.07,271019.06,46963.01
